,label
CDLLONGLINE_bullish_88.png,CDLLONGLINE_bullish
CDLSHORTLINE_bearish_89.png,CDLSHORTLINE_bearish
CDLDOJI_bullish_90.png,CDLDOJI_bullish
CDLENGULFING_bearish_91.png,CDLENGULFING_bearish
CDLBELTHOLD_bullish_92.png,CDLBELTHOLD_bullish
CDLHIKKAKE_bullish_93.png,CDLHIKKAKE_bullish
CDLBELTHOLD_bearish_94.png,CDLBELTHOLD_bearish
CDLHIGHWAVE_bullish_95.png,CDLHIGHWAVE_bullish
CDLBELTHOLD_bullish_96.png,CDLBELTHOLD_bullish
CDLHARAMI_bearish_98.png,CDLHARAMI_bearish
CDLHIKKAKE_bullish_99.png,CDLHIKKAKE_bullish
CDLDOJI_bullish_100.png,CDLDOJI_bullish
CDLDOJI_bullish_101.png,CDLDOJI_bullish
CDLHIKKAKE_bullish_102.png,CDLHIKKAKE_bullish
CDLSHORTLINE_bearish_103.png,CDLSHORTLINE_bearish
CDLLONGLINE_bearish_104.png,CDLLONGLINE_bearish
CDLDOJI_bullish_107.png,CDLDOJI_bullish
CDLBELTHOLD_bearish_108.png,CDLBELTHOLD_bearish
CDLDOJI_bullish_109.png,CDLDOJI_bullish
CDLBELTHOLD_bullish_110.png,CDLBELTHOLD_bullish
CDLBELTHOLD_bearish_112.png,CDLBELTHOLD_bearish
CDLHARAMI_bullish_113.png,CDLHARAMI_bullish
CDLSPINNINGTOP_bearish_114.png,CDLSPINNINGTOP_bearish
CDLBELTHOLD_bullish_115.png,CDLBELTHOLD_bullish
CDLBELTHOLD_bullish_116.png,CDLBELTHOLD_bullish
CDLDOJI_bullish_117.png,CDLDOJI_bullish
CDLENGULFING_bullish_118.png,CDLENGULFING_bullish
CDL3OUTSIDE_bullish_119.png,CDL3OUTSIDE_bullish
CDLCOUNTERATTACK_bearish_120.png,CDLCOUNTERATTACK_bearish
CDLBELTHOLD_bullish_121.png,CDLBELTHOLD_bullish
CDLSHORTLINE_bearish_123.png,CDLSHORTLINE_bearish
CDLDOJI_bullish_124.png,CDLDOJI_bullish
CDLBELTHOLD_bearish_125.png,CDLBELTHOLD_bearish
CDLDOJI_bullish_126.png,CDLDOJI_bullish
CDLENGULFING_bearish_127.png,CDLENGULFING_bearish
CDLBELTHOLD_bullish_128.png,CDLBELTHOLD_bullish
CDLHIKKAKE_bearish_130.png,CDLHIKKAKE_bearish
CDLDOJI_bullish_131.png,CDLDOJI_bullish
CDLBELTHOLD_bearish_134.png,CDLBELTHOLD_bearish
CDLDOJI_bullish_136.png,CDLDOJI_bullish
CDLBELTHOLD_bullish_137.png,CDLBELTHOLD_bullish
CDLDOJI_bullish_139.png,CDLDOJI_bullish
CDL3INSIDE_bullish_140.png,CDL3INSIDE_bullish
CDLHAMMER_bullish_142.png,CDLHAMMER_bullish
CDLLONGLINE_bullish_143.png,CDLLONGLINE_bullish
CDLSPINNINGTOP_bullish_144.png,CDLSPINNINGTOP_bullish
CDLADVANCEBLOCK_bearish_145.png,CDLADVANCEBLOCK_bearish
CDLHIKKAKE_bearish_146.png,CDLHIKKAKE_bearish
CDLBELTHOLD_bearish_147.png,CDLBELTHOLD_bearish
CDLSHORTLINE_bullish_148.png,CDLSHORTLINE_bullish
CDLHIKKAKE_bearish_149.png,CDLHIKKAKE_bearish
CDLSHORTLINE_bullish_152.png,CDLSHORTLINE_bullish
CDLENGULFING_bearish_153.png,CDLENGULFING_bearish
CDLLONGLINE_bullish_154.png,CDLLONGLINE_bullish
CDLDOJI_bullish_156.png,CDLDOJI_bullish
CDLSHORTLINE_bullish_158.png,CDLSHORTLINE_bullish
CDLBELTHOLD_bearish_159.png,CDLBELTHOLD_bearish
CDLDOJI_bullish_161.png,CDLDOJI_bullish
CDLDOJI_bullish_162.png,CDLDOJI_bullish
CDLHAMMER_bullish_163.png,CDLHAMMER_bullish
CDLBELTHOLD_bearish_164.png,CDLBELTHOLD_bearish
CDLBELTHOLD_bearish_165.png,CDLBELTHOLD_bearish
CDLHARAMI_bullish_166.png,CDLHARAMI_bullish
CDL3INSIDE_bullish_167.png,CDL3INSIDE_bullish
CDLBELTHOLD_bearish_168.png,CDLBELTHOLD_bearish
CDLBELTHOLD_bullish_169.png,CDLBELTHOLD_bullish
CDLHARAMI_bearish_170.png,CDLHARAMI_bearish
CDLHIKKAKE_bullish_171.png,CDLHIKKAKE_bullish
CDLCLOSINGMARUBOZU_bullish_173.png,CDLCLOSINGMARUBOZU_bullish
CDLHIKKAKE_bearish_174.png,CDLHIKKAKE_bearish
CDLADVANCEBLOCK_bearish_175.png,CDLADVANCEBLOCK_bearish
CDLBELTHOLD_bearish_177.png,CDLBELTHOLD_bearish
CDLHARAMI_bullish_179.png,CDLHARAMI_bullish
CDL3INSIDE_bullish_180.png,CDL3INSIDE_bullish
CDLSHORTLINE_bullish_182.png,CDLSHORTLINE_bullish
CDLHIKKAKE_bearish_183.png,CDLHIKKAKE_bearish
CDLLONGLINE_bullish_184.png,CDLLONGLINE_bullish
CDLBELTHOLD_bullish_185.png,CDLBELTHOLD_bullish
CDLSHORTLINE_bullish_186.png,CDLSHORTLINE_bullish
CDLSHORTLINE_bearish_187.png,CDLSHORTLINE_bearish
CDLBELTHOLD_bearish_188.png,CDLBELTHOLD_bearish
CDLSPINNINGTOP_bullish_190.png,CDLSPINNINGTOP_bullish
CDLHIKKAKE_bearish_191.png,CDLHIKKAKE_bearish
CDLCLOSINGMARUBOZU_bullish_192.png,CDLCLOSINGMARUBOZU_bullish
CDLCLOSINGMARUBOZU_bullish_194.png,CDLCLOSINGMARUBOZU_bullish
CDLDOJI_bullish_195.png,CDLDOJI_bullish
CDLHAMMER_bullish_197.png,CDLHAMMER_bullish
CDLBELTHOLD_bearish_199.png,CDLBELTHOLD_bearish
CDLBELTHOLD_bearish_200.png,CDLBELTHOLD_bearish
CDLHARAMI_bullish_201.png,CDLHARAMI_bullish
CDL3INSIDE_bullish_202.png,CDL3INSIDE_bullish
CDLHARAMI_bearish_204.png,CDLHARAMI_bearish
CDL3INSIDE_bearish_205.png,CDL3INSIDE_bearish
CDLDOJI_bullish_206.png,CDLDOJI_bullish
CDL3INSIDE_bullish_207.png,CDL3INSIDE_bullish
CDLDOJI_bullish_208.png,CDLDOJI_bullish
CDLLONGLINE_bearish_209.png,CDLLONGLINE_bearish
CDLDOJI_bullish_210.png,CDLDOJI_bullish
CDLBELTHOLD_bearish_211.png,CDLBELTHOLD_bearish
CDLCLOSINGMARUBOZU_bearish_212.png,CDLCLOSINGMARUBOZU_bearish
CDLTHRUSTING_bearish_213.png,CDLTHRUSTING_bearish
CDLBELTHOLD_bullish_214.png,CDLBELTHOLD_bullish
CDLDOJI_bullish_216.png,CDLDOJI_bullish
CDLHAMMER_bullish_218.png,CDLHAMMER_bullish
CDLBELTHOLD_bearish_220.png,CDLBELTHOLD_bearish
CDLHARAMI_bullish_221.png,CDLHARAMI_bullish
CDL3INSIDE_bullish_222.png,CDL3INSIDE_bullish
CDLBELTHOLD_bullish_223.png,CDLBELTHOLD_bullish
CDLSPINNINGTOP_bearish_224.png,CDLSPINNINGTOP_bearish
CDLHAMMER_bullish_225.png,CDLHAMMER_bullish
CDLBELTHOLD_bearish_226.png,CDLBELTHOLD_bearish
CDLBELTHOLD_bullish_227.png,CDLBELTHOLD_bullish
CDLBELTHOLD_bullish_231.png,CDLBELTHOLD_bullish
CDLHIGHWAVE_bearish_232.png,CDLHIGHWAVE_bearish
CDLBELTHOLD_bearish_234.png,CDLBELTHOLD_bearish
CDLHIKKAKE_bullish_235.png,CDLHIKKAKE_bullish
CDLDOJI_bullish_236.png,CDLDOJI_bullish
CDLTHRUSTING_bearish_238.png,CDLTHRUSTING_bearish
CDLDOJI_bullish_239.png,CDLDOJI_bullish
CDLSHORTLINE_bearish_240.png,CDLSHORTLINE_bearish
CDLBELTHOLD_bullish_241.png,CDLBELTHOLD_bullish
CDLDOJI_bullish_242.png,CDLDOJI_bullish
CDLLONGLINE_bullish_243.png,CDLLONGLINE_bullish
CDLSPINNINGTOP_bearish_244.png,CDLSPINNINGTOP_bearish
CDLCLOSINGMARUBOZU_bearish_245.png,CDLCLOSINGMARUBOZU_bearish
CDLENGULFING_bullish_246.png,CDLENGULFING_bullish
CDL3OUTSIDE_bullish_247.png,CDL3OUTSIDE_bullish
CDLBELTHOLD_bearish_248.png,CDLBELTHOLD_bearish
CDLDOJI_bullish_249.png,CDLDOJI_bullish
CDL3INSIDE_bullish_250.png,CDL3INSIDE_bullish
CDLDOJI_bullish_251.png,CDLDOJI_bullish
CDLBELTHOLD_bearish_253.png,CDLBELTHOLD_bearish
CDLHARAMI_bullish_254.png,CDLHARAMI_bullish
CDL3INSIDE_bullish_255.png,CDL3INSIDE_bullish
CDLHIGHWAVE_bearish_257.png,CDLHIGHWAVE_bearish
CDLCLOSINGMARUBOZU_bullish_258.png,CDLCLOSINGMARUBOZU_bullish
CDLDOJI_bullish_259.png,CDLDOJI_bullish
CDLDOJI_bullish_260.png,CDLDOJI_bullish
CDLSHORTLINE_bullish_261.png,CDLSHORTLINE_bullish
CDLHAMMER_bullish_262.png,CDLHAMMER_bullish
CDLDOJI_bullish_263.png,CDLDOJI_bullish
CDLBELTHOLD_bearish_264.png,CDLBELTHOLD_bearish
CDLCLOSINGMARUBOZU_bearish_265.png,CDLCLOSINGMARUBOZU_bearish
CDLDOJI_bullish_266.png,CDLDOJI_bullish
CDLCLOSINGMARUBOZU_bullish_267.png,CDLCLOSINGMARUBOZU_bullish
CDLBELTHOLD_bullish_268.png,CDLBELTHOLD_bullish
CDLBELTHOLD_bullish_269.png,CDLBELTHOLD_bullish
CDLADVANCEBLOCK_bearish_270.png,CDLADVANCEBLOCK_bearish
CDLHARAMI_bullish_273.png,CDLHARAMI_bullish
CDLINVERTEDHAMMER_bullish_274.png,CDLINVERTEDHAMMER_bullish
CDLBELTHOLD_bullish_275.png,CDLBELTHOLD_bullish
CDLBELTHOLD_bearish_277.png,CDLBELTHOLD_bearish
CDLMATCHINGLOW_bullish_279.png,CDLMATCHINGLOW_bullish
CDLBELTHOLD_bullish_280.png,CDLBELTHOLD_bullish
CDLHAMMER_bullish_282.png,CDLHAMMER_bullish
CDLSHORTLINE_bearish_283.png,CDLSHORTLINE_bearish
CDLSPINNINGTOP_bearish_284.png,CDLSPINNINGTOP_bearish
CDLHARAMI_bearish_286.png,CDLHARAMI_bearish
CDLBELTHOLD_bullish_287.png,CDLBELTHOLD_bullish
CDLSPINNINGTOP_bullish_288.png,CDLSPINNINGTOP_bullish
CDLDOJI_bullish_290.png,CDLDOJI_bullish
CDLCLOSINGMARUBOZU_bullish_292.png,CDLCLOSINGMARUBOZU_bullish
CDLSHORTLINE_bullish_293.png,CDLSHORTLINE_bullish
CDLBELTHOLD_bearish_294.png,CDLBELTHOLD_bearish
CDLHAMMER_bullish_295.png,CDLHAMMER_bullish
CDLCLOSINGMARUBOZU_bearish_296.png,CDLCLOSINGMARUBOZU_bearish
CDLHIGHWAVE_bearish_297.png,CDLHIGHWAVE_bearish
CDLCLOSINGMARUBOZU_bullish_299.png,CDLCLOSINGMARUBOZU_bullish
CDLHARAMI_bearish_300.png,CDLHARAMI_bearish
CDLHIGHWAVE_bullish_303.png,CDLHIGHWAVE_bullish
CDLHIKKAKE_bullish_304.png,CDLHIKKAKE_bullish
CDLBELTHOLD_bearish_305.png,CDLBELTHOLD_bearish
CDLLONGLINE_bearish_307.png,CDLLONGLINE_bearish
CDLENGULFING_bullish_310.png,CDLENGULFING_bullish
CDLBELTHOLD_bearish_311.png,CDLBELTHOLD_bearish
CDLDOJI_bullish_312.png,CDLDOJI_bullish
CDLBELTHOLD_bullish_313.png,CDLBELTHOLD_bullish
CDLDOJI_bullish_314.png,CDLDOJI_bullish
CDLSHORTLINE_bullish_315.png,CDLSHORTLINE_bullish
CDLBELTHOLD_bearish_316.png,CDLBELTHOLD_bearish
CDLCLOSINGMARUBOZU_bearish_317.png,CDLCLOSINGMARUBOZU_bearish
CDLBELTHOLD_bullish_318.png,CDLBELTHOLD_bullish
CDLHARAMI_bearish_320.png,CDLHARAMI_bearish
CDLHIKKAKE_bullish_323.png,CDLHIKKAKE_bullish
CDLCLOSINGMARUBOZU_bullish_324.png,CDLCLOSINGMARUBOZU_bullish
CDLSHORTLINE_bullish_326.png,CDLSHORTLINE_bullish
CDLCLOSINGMARUBOZU_bearish_327.png,CDLCLOSINGMARUBOZU_bearish
CDLHAMMER_bullish_329.png,CDLHAMMER_bullish
CDLBELTHOLD_bearish_330.png,CDLBELTHOLD_bearish
CDL3OUTSIDE_bearish_331.png,CDL3OUTSIDE_bearish
CDLDOJI_bullish_332.png,CDLDOJI_bullish
CDLDOJI_bullish_333.png,CDLDOJI_bullish
CDLHIKKAKE_bullish_334.png,CDLHIKKAKE_bullish
CDLBELTHOLD_bullish_335.png,CDLBELTHOLD_bullish
CDLBELTHOLD_bearish_336.png,CDLBELTHOLD_bearish
CDLCLOSINGMARUBOZU_bullish_338.png,CDLCLOSINGMARUBOZU_bullish
CDLHARAMI_bearish_339.png,CDLHARAMI_bearish
CDLSHORTLINE_bullish_340.png,CDLSHORTLINE_bullish
CDLHIKKAKE_bearish_341.png,CDLHIKKAKE_bearish
CDLSHORTLINE_bearish_342.png,CDLSHORTLINE_bearish
CDLCLOSINGMARUBOZU_bullish_343.png,CDLCLOSINGMARUBOZU_bullish
CDLHIKKAKE_bearish_346.png,CDLHIKKAKE_bearish
CDLDOJI_bullish_347.png,CDLDOJI_bullish
CDLLONGLINE_bearish_351.png,CDLLONGLINE_bearish
CDLBELTHOLD_bearish_352.png,CDLBELTHOLD_bearish
CDLSPINNINGTOP_bearish_353.png,CDLSPINNINGTOP_bearish
CDLCLOSINGMARUBOZU_bearish_354.png,CDLCLOSINGMARUBOZU_bearish
CDLCLOSINGMARUBOZU_bearish_358.png,CDLCLOSINGMARUBOZU_bearish
CDLDOJI_bullish_360.png,CDLDOJI_bullish
CDLHIKKAKE_bullish_361.png,CDLHIKKAKE_bullish
CDLMATCHINGLOW_bullish_362.png,CDLMATCHINGLOW_bullish
CDLBELTHOLD_bearish_363.png,CDLBELTHOLD_bearish
CDLHARAMI_bullish_364.png,CDLHARAMI_bullish
CDLBELTHOLD_bearish_365.png,CDLBELTHOLD_bearish
CDLBELTHOLD_bearish_366.png,CDLBELTHOLD_bearish
CDLHARAMI_bullish_367.png,CDLHARAMI_bullish
CDLDOJI_bullish_368.png,CDLDOJI_bullish
CDLBELTHOLD_bullish_369.png,CDLBELTHOLD_bullish
CDLSHOOTINGSTAR_bearish_370.png,CDLSHOOTINGSTAR_bearish
CDLBELTHOLD_bearish_372.png,CDLBELTHOLD_bearish
CDL3OUTSIDE_bearish_373.png,CDL3OUTSIDE_bearish
CDLSPINNINGTOP_bearish_374.png,CDLSPINNINGTOP_bearish
CDLDOJI_bullish_375.png,CDLDOJI_bullish
CDLENGULFING_bearish_377.png,CDLENGULFING_bearish
CDL3OUTSIDE_bearish_378.png,CDL3OUTSIDE_bearish
CDLSPINNINGTOP_bearish_379.png,CDLSPINNINGTOP_bearish
CDLBELTHOLD_bullish_380.png,CDLBELTHOLD_bullish
CDLDARKCLOUDCOVER_bearish_381.png,CDLDARKCLOUDCOVER_bearish
CDLSHORTLINE_bullish_382.png,CDLSHORTLINE_bullish
CDLLONGLINE_bullish_383.png,CDLLONGLINE_bullish
CDLBELTHOLD_bearish_384.png,CDLBELTHOLD_bearish
CDLSHORTLINE_bearish_385.png,CDLSHORTLINE_bearish
CDLSHORTLINE_bearish_386.png,CDLSHORTLINE_bearish
CDLBELTHOLD_bullish_387.png,CDLBELTHOLD_bullish
CDLDOJI_bullish_388.png,CDLDOJI_bullish
CDLENGULFING_bullish_389.png,CDLENGULFING_bullish
CDL3OUTSIDE_bullish_390.png,CDL3OUTSIDE_bullish
CDLBELTHOLD_bearish_391.png,CDLBELTHOLD_bearish
CDLLONGLINE_bearish_393.png,CDLLONGLINE_bearish
CDLHIGHWAVE_bullish_395.png,CDLHIGHWAVE_bullish
CDLCLOSINGMARUBOZU_bearish_396.png,CDLCLOSINGMARUBOZU_bearish
CDL3OUTSIDE_bearish_397.png,CDL3OUTSIDE_bearish
CDLSHORTLINE_bearish_398.png,CDLSHORTLINE_bearish
CDLSPINNINGTOP_bullish_400.png,CDLSPINNINGTOP_bullish
CDLENGULFING_bearish_401.png,CDLENGULFING_bearish
CDLBELTHOLD_bearish_403.png,CDLBELTHOLD_bearish
CDL3OUTSIDE_bearish_404.png,CDL3OUTSIDE_bearish
CDLDOJI_bullish_405.png,CDLDOJI_bullish
CDLINVERTEDHAMMER_bullish_406.png,CDLINVERTEDHAMMER_bullish
CDLSHORTLINE_bullish_407.png,CDLSHORTLINE_bullish
CDLDOJI_bullish_410.png,CDLDOJI_bullish
CDL3INSIDE_bullish_411.png,CDL3INSIDE_bullish
CDLENGULFING_bearish_413.png,CDLENGULFING_bearish
CDLCLOSINGMARUBOZU_bullish_414.png,CDLCLOSINGMARUBOZU_bullish
CDLDOJI_bullish_415.png,CDLDOJI_bullish
CDLENGULFING_bullish_416.png,CDLENGULFING_bullish
CDLBELTHOLD_bearish_417.png,CDLBELTHOLD_bearish
CDLHIKKAKE_bullish_418.png,CDLHIKKAKE_bullish
CDLDOJI_bullish_420.png,CDLDOJI_bullish
CDLSHORTLINE_bearish_421.png,CDLSHORTLINE_bearish
CDLBELTHOLD_bearish_422.png,CDLBELTHOLD_bearish
CDLLONGLINE_bearish_423.png,CDLLONGLINE_bearish
CDLBELTHOLD_bearish_424.png,CDLBELTHOLD_bearish
CDLBELTHOLD_bearish_425.png,CDLBELTHOLD_bearish
CDLHARAMI_bullish_426.png,CDLHARAMI_bullish
CDLHIKKAKE_bullish_427.png,CDLHIKKAKE_bullish
CDLDOJI_bullish_430.png,CDLDOJI_bullish
CDLBELTHOLD_bearish_431.png,CDLBELTHOLD_bearish
CDL3OUTSIDE_bearish_432.png,CDL3OUTSIDE_bearish
CDLBELTHOLD_bullish_433.png,CDLBELTHOLD_bullish
CDLDOJI_bullish_435.png,CDLDOJI_bullish
CDLDOJI_bullish_436.png,CDLDOJI_bullish
CDLHIKKAKE_bearish_437.png,CDLHIKKAKE_bearish
CDLCLOSINGMARUBOZU_bearish_438.png,CDLCLOSINGMARUBOZU_bearish
CDLCLOSINGMARUBOZU_bullish_439.png,CDLCLOSINGMARUBOZU_bullish
CDL3OUTSIDE_bullish_440.png,CDL3OUTSIDE_bullish
CDLSHORTLINE_bearish_441.png,CDLSHORTLINE_bearish
CDLDOJI_bullish_442.png,CDLDOJI_bullish
CDLBELTHOLD_bullish_443.png,CDLBELTHOLD_bullish
CDLADVANCEBLOCK_bearish_445.png,CDLADVANCEBLOCK_bearish
CDLBELTHOLD_bullish_446.png,CDLBELTHOLD_bullish
CDLHARAMI_bullish_448.png,CDLHARAMI_bullish
CDLDOJI_bullish_449.png,CDLDOJI_bullish
CDLDOJI_bullish_450.png,CDLDOJI_bullish
CDLBELTHOLD_bullish_451.png,CDLBELTHOLD_bullish
CDL3OUTSIDE_bullish_452.png,CDL3OUTSIDE_bullish
CDLDOJI_bullish_453.png,CDLDOJI_bullish
CDLLONGLINE_bullish_454.png,CDLLONGLINE_bullish
CDLCLOSINGMARUBOZU_bearish_455.png,CDLCLOSINGMARUBOZU_bearish
CDLHARAMI_bearish_458.png,CDLHARAMI_bearish
CDLENGULFING_bearish_460.png,CDLENGULFING_bearish
CDL3OUTSIDE_bearish_461.png,CDL3OUTSIDE_bearish
CDLCLOSINGMARUBOZU_bearish_462.png,CDLCLOSINGMARUBOZU_bearish
CDLSPINNINGTOP_bearish_463.png,CDLSPINNINGTOP_bearish
CDLENGULFING_bearish_466.png,CDLENGULFING_bearish
CDLBELTHOLD_bullish_467.png,CDLBELTHOLD_bullish
CDLCLOSINGMARUBOZU_bearish_469.png,CDLCLOSINGMARUBOZU_bearish
CDLDOJI_bullish_470.png,CDLDOJI_bullish
CDLDOJI_bullish_471.png,CDLDOJI_bullish
CDLCLOSINGMARUBOZU_bearish_472.png,CDLCLOSINGMARUBOZU_bearish
CDL3OUTSIDE_bearish_473.png,CDL3OUTSIDE_bearish
CDLHARAMI_bullish_474.png,CDLHARAMI_bullish
CDLBELTHOLD_bearish_475.png,CDLBELTHOLD_bearish
CDLDOJI_bullish_476.png,CDLDOJI_bullish
CDL3INSIDE_bullish_477.png,CDL3INSIDE_bullish
CDLBELTHOLD_bullish_478.png,CDLBELTHOLD_bullish
CDLBELTHOLD_bearish_479.png,CDLBELTHOLD_bearish
CDLCLOSINGMARUBOZU_bullish_480.png,CDLCLOSINGMARUBOZU_bullish
CDLHARAMI_bearish_481.png,CDLHARAMI_bearish
CDL3INSIDE_bearish_482.png,CDL3INSIDE_bearish
CDLSHORTLINE_bullish_483.png,CDLSHORTLINE_bullish
CDLSHORTLINE_bullish_484.png,CDLSHORTLINE_bullish
CDLHIKKAKE_bullish_485.png,CDLHIKKAKE_bullish
CDLBELTHOLD_bullish_486.png,CDLBELTHOLD_bullish
CDLHIGHWAVE_bearish_488.png,CDLHIGHWAVE_bearish
CDLBELTHOLD_bearish_492.png,CDLBELTHOLD_bearish
CDLDOJI_bullish_493.png,CDLDOJI_bullish
CDLSHORTLINE_bullish_494.png,CDLSHORTLINE_bullish
CDLCLOSINGMARUBOZU_bearish_495.png,CDLCLOSINGMARUBOZU_bearish
CDLDOJI_bullish_496.png,CDLDOJI_bullish
CDL3INSIDE_bullish_497.png,CDL3INSIDE_bullish
CDLBELTHOLD_bearish_498.png,CDLBELTHOLD_bearish
CDL3OUTSIDE_bearish_499.png,CDL3OUTSIDE_bearish
CDLBELTHOLD_bearish_500.png,CDLBELTHOLD_bearish
CDLHARAMI_bullish_501.png,CDLHARAMI_bullish
CDLSPINNINGTOP_bullish_502.png,CDLSPINNINGTOP_bullish
CDLENGULFING_bearish_503.png,CDLENGULFING_bearish
CDL3OUTSIDE_bearish_504.png,CDL3OUTSIDE_bearish
CDLSHORTLINE_bullish_506.png,CDLSHORTLINE_bullish
CDLSPINNINGTOP_bearish_511.png,CDLSPINNINGTOP_bearish
CDLBELTHOLD_bearish_512.png,CDLBELTHOLD_bearish
CDLLONGLINE_bearish_513.png,CDLLONGLINE_bearish
CDLCLOSINGMARUBOZU_bullish_514.png,CDLCLOSINGMARUBOZU_bullish
CDLBELTHOLD_bearish_515.png,CDLBELTHOLD_bearish
CDLCLOSINGMARUBOZU_bullish_516.png,CDLCLOSINGMARUBOZU_bullish
CDLHIGHWAVE_bullish_517.png,CDLHIGHWAVE_bullish
CDLBELTHOLD_bearish_518.png,CDLBELTHOLD_bearish
CDL3OUTSIDE_bearish_519.png,CDL3OUTSIDE_bearish
CDLLONGLINE_bullish_521.png,CDLLONGLINE_bullish
CDLDOJI_bullish_522.png,CDLDOJI_bullish
CDLBELTHOLD_bearish_523.png,CDLBELTHOLD_bearish
CDL3OUTSIDE_bearish_524.png,CDL3OUTSIDE_bearish
CDLBELTHOLD_bullish_526.png,CDLBELTHOLD_bullish
CDLBELTHOLD_bearish_527.png,CDLBELTHOLD_bearish
CDLSHORTLINE_bearish_528.png,CDLSHORTLINE_bearish
CDLDOJI_bullish_532.png,CDLDOJI_bullish
CDLDOJI_bullish_533.png,CDLDOJI_bullish
CDLHIKKAKE_bearish_535.png,CDLHIKKAKE_bearish
CDLCLOSINGMARUBOZU_bullish_536.png,CDLCLOSINGMARUBOZU_bullish
CDLHIGHWAVE_bullish_537.png,CDLHIGHWAVE_bullish
CDLBELTHOLD_bearish_539.png,CDLBELTHOLD_bearish
CDL3OUTSIDE_bearish_540.png,CDL3OUTSIDE_bearish
CDLBELTHOLD_bearish_541.png,CDLBELTHOLD_bearish
CDLSHOOTINGSTAR_bearish_543.png,CDLSHOOTINGSTAR_bearish
